Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
11-08-2024,17:51:39,"""CNR1520189""",Cancelled by Customer,"""CID3931528""",Go Sedan,Greater Kailash,Noida Extension,6,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
14-01-2024,18:17:03,"""CNR2178349""",Completed,"""CID4461250""",Auto,Jahangirpuri,Pulbangash,8,18.7,1,Driver issue,1,Customer related issue,1,No proper reason,167,49,4.6,4.2,UPI
10-04-2024,21:01:36,"""CNR8063248""",Completed,"""CID1338770""",Go Mini,Karol Bagh,Pitampura,4.8,19.9,1,Driver issue,1,Customer related issue,1,No proper reason,287,17,3.7,4.8,Uber Wallet
04-11-2024,09:10:55,"""CNR5711199""",Completed,"""CID7904602""",Uber XL,Ghitorni,Saket,10.4,40.3,1,Driver issue,1,Customer related issue,1,No proper reason,366,16.95,4,4.8,Cash
21-01-2024,19:04:43,"""CNR9421787""",Incomplete,"""CID1769423""",Go Mini,Indirapuram,Nawada,3.7,28.9,1,Driver issue,1,Customer related issue,1,Other Issue,1060,11.41,3.8,4,Uber Wallet
05-02-2024,16:27:00,"""CNR5981332""",Incomplete,"""CID9128991""",Premier Sedan,Uttam Nagar,Moolchand,7,17.5,1,Driver issue,1,Customer related issue,1,Other Issue,50,11.07,3.8,4,UPI
28-08-2024,17:48:03,"""CNR4703097""",Cancelled by Driver,"""CID9761294""",Bike,Golf Course Road,Paharganj,5.2,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
21-04-2024,09:45:49,"""CNR1297393""",Completed,"""CID3612473""",Premier Sedan,Pragati Maidan,Keshav Puram,15,38.7,1,Driver issue,1,Customer related issue,1,No proper reason,1028,29.44,4.3,4.3,UPI
14-03-2024,21:09:42,"""CNR2252060""",Completed,"""CID9663364""",Uber XL,Qutub Minar,Punjabi Bagh,3.8,29.8,1,Driver issue,1,Customer related issue,1,No proper reason,739,8.95,4.3,4.9,UPI
02-01-2024,07:25:45,"""CNR6230883""",Incomplete,"""CID3852038""",Premier Sedan,Noida Sector 62,Saidulajab,2.8,17.5,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,462,7.91,3.8,4,UPI
28-04-2024,15:49:38,"""CNR1886544""",Completed,"""CID6250279""",Go Mini,Pitampura,Vinobapuri,5.8,25.3,1,Driver issue,1,Customer related issue,1,No proper reason,633,46.75,4.9,4.9,Cash
17-04-2024,01:31:50,"""CNR4723748""",Completed,"""CID7020606""",Auto,Moolchand,Kirti Nagar,11.5,24.5,1,Driver issue,1,Customer related issue,1,No proper reason,315,6.14,4.2,4.8,UPI
18-08-2024,17:07:04,"""CNR2576134""",Completed,"""CID5366529""",Go Sedan,Meerut,South Extension,12.5,19.2,1,Driver issue,1,Customer related issue,1,No proper reason,245,4.25,3.1,4.2,UPI
20-10-2024,17:40:37,"""CNR1205186""",No Driver Found,"""CID2947531""",Bike,Hauz Khas,Sultanpur,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
27-06-2024,10:22:39,"""CNR7443266""",Cancelled by Driver,"""CID4285431""",Bike,Jasola,New Delhi Railway Station,3,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
25-09-2024,17:09:21,"""CNR9457537""",No Driver Found,"""CID7290066""",Auto,Uttam Nagar,Rithala,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
27-04-2024,12:37:17,"""CNR3299882""",Cancelled by Driver,"""CID4304085""",Go Sedan,Hauz Khas,Kirti Nagar,11.3,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
21-12-2024,18:48:57,"""CNR9619302""",Cancelled by Customer,"""CID6800851""",Go Mini,India Gate,Gurgaon Railway Station,18.7,10,1,Driver is not moving towards pickup location,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
07-08-2024,23:01:17,"""CNR4473480""",Cancelled by Driver,"""CID3280619""",Premier Sedan,Yamuna Bank,Mundka,4.4,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
27-11-2024,12:01:39,"""CNR2534534""",Completed,"""CID1555719""",Auto,Vatika Chowk,Manesar,12.9,18.9,1,Driver issue,1,Customer related issue,1,No proper reason,183,33.38,4.3,4.2,UPI
08-07-2024,15:18:44,"""CNR6465177""",Completed,"""CID7501863""",Go Sedan,Udyog Vihar Phase 4,Kaushambi,9.7,18.3,1,Driver issue,1,Customer related issue,1,No proper reason,89,22.08,4.1,4.4,Credit Card
30-06-2024,18:14:29,"""CNR9797638""",Completed,"""CID3181786""",Auto,Dwarka Sector 21,Paschim Vihar,11.1,40.5,1,Driver issue,1,Customer related issue,1,No proper reason,668,29.6,4.2,3.3,Cash
12-03-2024,02:04:10,"""CNR2506239""",Completed,"""CID3132888""",Go Mini,Pulbangash,Model Town,12.3,43.3,1,Driver issue,1,Customer related issue,1,No proper reason,197,14.73,4.1,4.2,Credit Card
15-05-2024,13:03:17,"""CNR2155645""",Completed,"""CID7445840""",Bike,Pulbangash,Kashmere Gate ISBT,6.5,37.2,1,Driver issue,1,Customer related issue,1,No proper reason,640,11.11,4.4,4.6,Uber Wallet
13-07-2024,17:39:28,"""CNR9686235""",Cancelled by Driver,"""CID1299122""",Auto,Kashmere Gate,Vidhan Sabha,6,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
23-10-2024,12:34:47,"""CNR5743834""",Completed,"""CID8396664""",Auto,Moti Nagar,Khandsa,10.5,41.4,1,Driver issue,1,Customer related issue,1,No proper reason,119,36.17,4.2,4.2,Cash
31-07-2024,19:51:28,"""CNR6716253""",Completed,"""CID3901970""",Go Sedan,Sohna Road,DLF City Court,13.1,19.6,1,Driver issue,1,Customer related issue,1,No proper reason,134,18.96,4.3,4.1,Credit Card
15-12-2024,19:34:58,"""CNR7391098""",Completed,"""CID9880607""",Bike,Civil Lines Gurgaon,Panipat,14.9,33.6,1,Driver issue,1,Customer related issue,1,No proper reason,361,45.5,4.9,4.8,UPI
07-09-2024,20:20:13,"""CNR5755797""",Completed,"""CID3403479""",Premier Sedan,Yamuna Bank,Barakhamba Road,9.8,39.2,1,Driver issue,1,Customer related issue,1,No proper reason,435,33.06,4.3,4.5,UPI
22-10-2024,23:41:41,"""CNR7041770""",Completed,"""CID8145840""",eBike,Rohini East,Samaypur Badli,11.6,31.8,1,Driver issue,1,Customer related issue,1,No proper reason,514,9.22,4.4,4.6,Cash
20-02-2024,20:00:59,"""CNR1079634""",Completed,"""CID9277680""",Go Mini,Sonipat,Vidhan Sabha,4.2,25.8,1,Driver issue,1,Customer related issue,1,No proper reason,64,45.08,3.8,5,UPI
03-11-2024,09:27:10,"""CNR4511926""",Completed,"""CID8212419""",Go Sedan,Chirag Delhi,IIT Delhi,2.7,24.3,1,Driver issue,1,Customer related issue,1,No proper reason,346,35.1,4.7,4.3,Cash
05-11-2024,09:28:33,"""CNR8628171""",Completed,"""CID7047229""",Premier Sedan,Badshahpur,Sadar Bazar Gurgaon,14.2,43.4,1,Driver issue,1,Customer related issue,1,No proper reason,222,34.21,4.6,4.2,UPI
23-10-2024,05:03:59,"""CNR9484686""",Cancelled by Customer,"""CID9881573""",Go Mini,Barakhamba Road,Okhla,11.9,10,1,AC is not working,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
01-09-2024,13:14:17,"""CNR1282071""",Completed,"""CID3804235""",Go Mini,Sultanpur,Sonipat,6.1,40.7,1,Driver issue,1,Customer related issue,1,No proper reason,365,10.15,4.6,4.5,UPI
13-10-2024,11:39:34,"""CNR7457317""",Cancelled by Customer,"""CID5545034""",Auto,Welcome,Cyber Hub,6.4,10,1,Change of plans,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
17-11-2024,13:13:08,"""CNR5466511""",Completed,"""CID3332003""",eBike,Hauz Rani,Chirag Delhi,10.7,25,1,Driver issue,1,Customer related issue,1,No proper reason,537,8.16,4.6,4.4,UPI
15-02-2024,18:00:16,"""CNR8205456""",Completed,"""CID9742777""",Auto,Sadar Bazar Gurgaon,Indraprastha,8.7,40.4,1,Driver issue,1,Customer related issue,1,No proper reason,342,47.87,3.8,4.2,UPI
13-11-2024,11:21:06,"""CNR3727369""",No Driver Found,"""CID5398724""",eBike,Paschim Vihar,Moti Nagar,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
10-06-2024,13:37:12,"""CNR7339823""",Completed,"""CID6008276""",Premier Sedan,Mundka,Badshahpur,14.4,19.6,1,Driver issue,1,Customer related issue,1,No proper reason,382,40.17,4.4,4.3,Cash
16-01-2024,08:57:43,"""CNR9779594""",Cancelled by Driver,"""CID7318418""",eBike,Shahdara,Dilshad Garden,3.3,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
19-01-2024,11:05:58,"""CNR7688123""",Cancelled by Customer,"""CID2070276""",Auto,Sonipat,Mansarovar Park,8.1,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
12-11-2024,11:32:36,"""CNR2738669""",Cancelled by Driver,"""CID5826069""",Go Mini,Chirag Delhi,Jahangirpuri,5.3,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
23-02-2024,07:49:03,"""CNR7126899""",Cancelled by Driver,"""CID5801967""",Go Sedan,Bahadurgarh,Tughlakabad,9,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
23-10-2024,11:14:17,"""CNR4807254""",Cancelled by Driver,"""CID8706834""",Go Sedan,Nawada,GTB Nagar,4.2,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
13-10-2024,00:16:14,"""CNR4270907""",Cancelled by Driver,"""CID6914217""",Uber XL,Kadarpur,Bahadurgarh,10.9,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
16-04-2024,08:23:17,"""CNR5501354""",No Driver Found,"""CID6689476""",Premier Sedan,RK Puram,Anand Vihar,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
22-04-2024,18:02:39,"""CNR3995751""",Completed,"""CID6069399""",Auto,Saket,Dwarka Sector 21,6.4,44.3,1,Driver issue,1,Customer related issue,1,No proper reason,278,48.66,4,3.4,UPI
29-10-2024,08:56:24,"""CNR2355624""",Cancelled by Driver,"""CID7852091""",Auto,Keshav Puram,Rithala,11,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
31-05-2024,08:14:33,"""CNR6765228""",Cancelled by Driver,"""CID4556395""",Premier Sedan,New Delhi Railway Station,RK Puram,5.7,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
09-06-2024,13:00:47,"""CNR9496916""",Cancelled by Driver,"""CID3347185""",Go Sedan,Lok Kalyan Marg,Basai Dhankot,8.8,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
04-03-2024,05:00:53,"""CNR6675635""",Completed,"""CID3333982""",Bike,Indraprastha,Connaught Place,2.9,40.1,1,Driver issue,1,Customer related issue,1,No proper reason,86,18.57,3.5,4.2,UPI
01-05-2024,12:02:33,"""CNR1792900""",Completed,"""CID9188875""",Auto,Welcome,Raj Nagar Extension,14.6,15.4,1,Driver issue,1,Customer related issue,1,No proper reason,213,5.75,4.3,4.2,UPI
07-07-2024,17:35:33,"""CNR9818360""",Completed,"""CID7260902""",Premier Sedan,Golf Course Road,Saket A Block,10.4,20,1,Driver issue,1,Customer related issue,1,No proper reason,1550,16.39,3.4,4.2,Cash
08-10-2024,16:57:18,"""CNR4682812""",Completed,"""CID6527838""",eBike,Shastri Nagar,Tughlakabad,5.9,41.4,1,Driver issue,1,Customer related issue,1,No proper reason,379,43.49,4.3,4.6,Cash
14-11-2024,14:08:17,"""CNR7959849""",Cancelled by Driver,"""CID3729592""",Auto,Paschim Vihar,Shastri Nagar,4.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
19-12-2024,07:08:27,"""CNR8765363""",Completed,"""CID4506446""",Go Sedan,Narsinghpur,Vinobapuri,13,19.6,1,Driver issue,1,Customer related issue,1,No proper reason,154,6.43,4.5,4.4,UPI
21-06-2024,15:40:57,"""CNR2972832""",Completed,"""CID1501672""",Auto,Pataudi Chowk,Noida Sector 62,10.8,20.9,1,Driver issue,1,Customer related issue,1,No proper reason,704,33.12,4.1,4.1,Debit Card
25-05-2024,23:48:05,"""CNR7296893""",Completed,"""CID7717291""",Go Mini,Kashmere Gate,Chandni Chowk,6.3,32.4,1,Driver issue,1,Customer related issue,1,No proper reason,119,18.16,4.8,3.8,Debit Card
11-09-2024,20:17:58,"""CNR9520093""",Cancelled by Driver,"""CID6217412""",Uber XL,Punjabi Bagh,Ashok Vihar,10.9,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
12-11-2024,11:49:12,"""CNR1499553""",No Driver Found,"""CID6226262""",Bike,New Colony,Okhla,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
09-03-2024,09:13:52,"""CNR2514568""",Completed,"""CID4182162""",Go Sedan,Samaypur Badli,Ambience Mall,5.2,22.8,1,Driver issue,1,Customer related issue,1,No proper reason,835,41.6,4.7,3.9,Credit Card
08-04-2024,18:11:22,"""CNR1049009""",Completed,"""CID3181227""",Auto,Satguru Ram Singh Marg,Khandsa,11.7,44.3,1,Driver issue,1,Customer related issue,1,No proper reason,329,49.57,4.2,4.5,Debit Card
31-07-2024,13:57:14,"""CNR2317677""",Completed,"""CID3169197""",Auto,Qutub Minar,Peeragarhi,3.3,36.3,1,Driver issue,1,Customer related issue,1,No proper reason,443,33.28,4.2,4,Cash
23-06-2024,20:02:58,"""CNR5385301""",Completed,"""CID4293876""",eBike,Jahangirpuri,Saket,8.5,23.3,1,Driver issue,1,Customer related issue,1,No proper reason,192,8.15,4.2,4.6,Credit Card
29-05-2024,00:37:49,"""CNR7990064""",Cancelled by Customer,"""CID2097377""",Auto,INA Market,Karkarduma,11.4,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
16-07-2024,06:35:31,"""CNR8207839""",Completed,"""CID8931030""",Auto,Madipur,Mandi House,8.3,19,1,Driver issue,1,Customer related issue,1,No proper reason,65,5.06,4.4,4.8,UPI
24-03-2024,11:10:50,"""CNR7021197""",Cancelled by Driver,"""CID9088810""",Auto,Noida Film City,Peeragarhi,4.5,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
31-07-2024,20:07:39,"""CNR9518661""",No Driver Found,"""CID5496007""",Go Sedan,Green Park,Badshahpur,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-11-2024,19:26:30,"""CNR3072761""",Cancelled by Customer,"""CID9100439""",Go Mini,Ghitorni Village,Laxmi Nagar,19.9,10,1,AC is not working,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
15-12-2024,13:34:57,"""CNR9357883""",Completed,"""CID6211016""",Go Mini,Badshahpur,Kalkaji,2.4,30.5,1,Driver issue,1,Customer related issue,1,No proper reason,358,33.53,4.6,4.8,UPI
04-05-2024,17:40:00,"""CNR3753318""",Completed,"""CID6167839""",Go Sedan,GTB Nagar,INA Market,6.2,19,1,Driver issue,1,Customer related issue,1,No proper reason,537,24.54,3.6,4.4,Debit Card
21-10-2024,21:17:41,"""CNR7683083""",Completed,"""CID5177180""",Go Sedan,Ghitorni Village,Ramesh Nagar,14.3,38.8,1,Driver issue,1,Customer related issue,1,No proper reason,89,36.02,4.9,4.5,UPI
29-11-2024,22:50:51,"""CNR1255399""",Completed,"""CID9753516""",Premier Sedan,Azadpur,Lajpat Nagar,11.1,23.2,1,Driver issue,1,Customer related issue,1,No proper reason,454,24.02,4.4,4.7,Cash
26-03-2024,18:03:31,"""CNR1706976""",Completed,"""CID8290038""",Auto,Govindpuri,Azadpur,11.6,20,1,Driver issue,1,Customer related issue,1,No proper reason,493,20.02,4.1,4.9,UPI
08-01-2024,08:13:19,"""CNR5622473""",Completed,"""CID2916893""",Auto,Mandi House,Jor Bagh,9.8,38.1,1,Driver issue,1,Customer related issue,1,No proper reason,82,30.16,4.2,4.6,UPI
23-11-2024,08:18:59,"""CNR4267431""",Cancelled by Driver,"""CID7365379""",Bike,Ghaziabad,Ghitorni Village,7.2,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
11-05-2024,16:46:25,"""CNR4967386""",Cancelled by Customer,"""CID1763677""",Go Mini,Noida Sector 18,AIIMS,18,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
16-12-2024,06:02:41,"""CNR3856488""",Completed,"""CID4810992""",Go Sedan,Bhiwadi,Kashmere Gate,9.4,27.9,1,Driver issue,1,Customer related issue,1,No proper reason,183,42.69,4.1,4.7,UPI
04-07-2024,18:58:00,"""CNR6715514""",Cancelled by Driver,"""CID5806959""",Bike,Greater Kailash,Ashok Park Main,5.7,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
05-01-2024,16:36:32,"""CNR9124642""",Completed,"""CID7138376""",Auto,Rohini East,Lajpat Nagar,14,42,1,Driver issue,1,Customer related issue,1,No proper reason,811,20.56,3.8,4.9,Credit Card
15-01-2024,11:38:42,"""CNR9953493""",Cancelled by Driver,"""CID5704560""",Auto,Kirti Nagar,Karol Bagh,9.4,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
18-07-2024,14:32:17,"""CNR8816774""",Completed,"""CID1391792""",eBike,ITO,Rohini West,14.4,35.5,1,Driver issue,1,Customer related issue,1,No proper reason,157,39.45,4.3,4.2,UPI
31-03-2024,21:42:19,"""CNR2248105""",Cancelled by Customer,"""CID8007635""",Auto,Pataudi Chowk,Aya Nagar,7.2,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
30-12-2024,06:58:31,"""CNR1684913""",Completed,"""CID3822894""",Premier Sedan,Tughlakabad,Sohna Road,2.9,28.4,1,Driver issue,1,Customer related issue,1,No proper reason,73,7.02,4.4,4.9,UPI
20-06-2024,11:19:28,"""CNR5147197""",Cancelled by Driver,"""CID9623985""",Auto,Noida Sector 62,Yamuna Bank,3.8,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
27-06-2024,11:10:41,"""CNR7829288""",Completed,"""CID8803876""",Go Mini,Green Park,Sohna Road,6.1,16.9,1,Driver issue,1,Customer related issue,1,No proper reason,304,42.84,4.4,4.8,Credit Card
21-03-2024,18:59:08,"""CNR5602085""",Completed,"""CID4255252""",eBike,Govindpuri,Vaishali,4.2,17.3,1,Driver issue,1,Customer related issue,1,No proper reason,899,46.94,4.2,4.9,Credit Card
25-09-2024,18:45:37,"""CNR6921003""",Completed,"""CID5233751""",Premier Sedan,Narsinghpur,Welcome,5.4,26.1,1,Driver issue,1,Customer related issue,1,No proper reason,478,47.95,4.6,4.8,Uber Wallet
25-08-2024,11:52:26,"""CNR9144498""",Completed,"""CID4601412""",Go Mini,Subhash Chowk,DLF City Court,6.3,17.9,1,Driver issue,1,Customer related issue,1,No proper reason,1568,16.35,4.4,4.9,Credit Card
28-01-2024,09:52:03,"""CNR6258307""",Completed,"""CID9724671""",eBike,Shastri Park,Chandni Chowk,12.1,38.4,1,Driver issue,1,Customer related issue,1,No proper reason,297,25.28,4.3,4.2,Cash
17-09-2024,11:16:14,"""CNR2441601""",Completed,"""CID5591509""",Bike,Anand Vihar,Bhiwadi,10.1,23.7,1,Driver issue,1,Customer related issue,1,No proper reason,239,8.46,3.7,4.9,UPI
28-03-2024,22:16:20,"""CNR9553052""",Completed,"""CID6833396""",Uber XL,Uttam Nagar,Ashok Vihar,9.7,29.2,1,Driver issue,1,Customer related issue,1,No proper reason,634,44.27,4.3,4.3,Cash
08-11-2024,07:10:31,"""CNR3600985""",Completed,"""CID1948090""",Go Mini,Jhilmil,Mandi House,11.9,24.6,1,Driver issue,1,Customer related issue,1,No proper reason,328,4.6,3.7,4.9,Cash
06-02-2024,20:17:37,"""CNR6396070""",Cancelled by Driver,"""CID8211831""",Auto,Bhiwadi,Malviya Nagar,10.8,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
16-12-2024,07:10:25,"""CNR8020517""",Completed,"""CID7410178""",Auto,Jama Masjid,Jahangirpuri,7.7,15.3,1,Driver issue,1,Customer related issue,1,No proper reason,913,47.73,4.2,4.2,Cash
27-07-2024,20:59:14,"""CNR4170682""",Completed,"""CID9946344""",Auto,Karkarduma,Vasant Kunj,9.4,17.9,1,Driver issue,1,Customer related issue,1,No proper reason,456,43.91,4.2,4.2,UPI
24-02-2024,18:51:20,"""CNR8601217""",Cancelled by Driver,"""CID5805151""",Bike,Karkarduma,Paschim Vihar,9.3,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
10-02-2024,19:49:31,"""CNR9852175""",Completed,"""CID1674960""",Bike,Delhi Gate,Lal Quila,9.4,38.8,1,Driver issue,1,Customer related issue,1,No proper reason,127,2.17,4.7,4.3,UPI
06-11-2024,13:03:36,"""CNR3632624""",Cancelled by Driver,"""CID4687885""",Uber XL,Hero Honda Chowk,IGI Airport,5.7,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
25-09-2024,23:32:38,"""CNR5175886""",Completed,"""CID6378161""",Go Sedan,Jhilmil,Raj Nagar Extension,12.9,43.4,1,Driver issue,1,Customer related issue,1,No proper reason,590,45.32,3.8,3.1,Credit Card
21-01-2024,22:58:22,"""CNR7112699""",No Driver Found,"""CID5864086""",Go Mini,IIT Delhi,Shahdara,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
10-01-2024,08:46:40,"""CNR3175274""",Completed,"""CID8323025""",Premier Sedan,Udyog Vihar Phase 4,Palam Vihar,7.9,26.3,1,Driver issue,1,Customer related issue,1,No proper reason,76,36.2,4.4,4.5,Uber Wallet
17-07-2024,18:36:12,"""CNR1601907""",Cancelled by Customer,"""CID8714621""",Bike,Malviya Nagar,Shastri Park,5.3,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
06-08-2024,13:29:35,"""CNR4408150""",Completed,"""CID2030521""",Auto,Sushant Lok,Pitampura,2.9,34.7,1,Driver issue,1,Customer related issue,1,No proper reason,525,37.47,3.7,4.6,UPI
11-07-2024,23:11:15,"""CNR9091586""",Completed,"""CID8734339""",Go Sedan,IGI Airport,Saket,13.5,25.6,1,Driver issue,1,Customer related issue,1,No proper reason,742,2.1,4.1,4.8,UPI
22-12-2024,22:53:58,"""CNR9235159""",Completed,"""CID8123044""",Go Sedan,Huda City Centre,Chanakyapuri,5.1,34.4,1,Driver issue,1,Customer related issue,1,No proper reason,121,34.13,4.3,4.9,Debit Card
03-03-2024,16:26:17,"""CNR9725684""",Completed,"""CID9413800""",Auto,Vidhan Sabha,ITO,2.6,22.8,1,Driver issue,1,Customer related issue,1,No proper reason,595,26.21,4.3,3.1,Cash
15-01-2024,23:11:01,"""CNR1650543""",Cancelled by Driver,"""CID3094456""",Auto,DLF Phase 3,Delhi Gate,10.3,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
